Car_ID,Brand,Model,Year,Fuel_Type,Transmission,KM_Driven,Owner,Engine_CC,Mileage_KMPL,Max_Power_BHP,Seats,Seller_Type,Selling_Price_IDR,Vehicle_Age,KM_Per_Year
CAR02556,Hyundai,i20,2021,Petrol,Automatic,53012,1,1197,17.1,75,5,Individual,106274410,4,10602.4
CAR02557,Volkswagen,Virtus,2016,Petrol,Automatic,94293,2,1498,11.8,104,5,Dealer,91025580,9,9429.3
CAR02558,Renault,Triber,2022,Petrol,Automatic,46316,3,999,19.5,58,5,Dealer,98515190,3,11579
CAR02559,Maruti,Swift,2019,Diesel,Automatic,35732,1,1197,15.2,49,5,Individual,71004710,6,5104.57
CAR02560,Mahindra,Bolero,2014,Electric,Manual,184587,3,1493,23.3,75,5,Individual,31139100,11,15382.25
CAR02561,Mahindra,Thar,2018,CNG,Manual,152807,2,1997,24.7,114,5,Individual,97880400,7,19100.88
CAR02562,Honda,City,2023,Petrol,Automatic,32807,1,1498,16.3,94,5,Dealer,173470380,2,10935.67
CAR02563,Kia,Sonet,2022,Diesel,Manual,65535,1,1197,16.5,67,5,Dealer,131171820,3,16383.75
CAR02564,Toyota,Urban Cruiser,2017,Petrol,Manual,97358,1,1462,21.5,72,7,Individual,69080770,8,10817.56
CAR02565,Toyota,Fortuner,2023,Diesel,Manual,34477,1,2755,21.4,248,5,Dealer,571415690,2,11492.33
CAR02566,Toyota,Urban Cruiser,2018,CNG,Manual,82547,1,1462,17.6,65,5,Individual,82884270,7,10318.38
CAR02567,Renault,Duster,2019,Petrol,Automatic,89171,1,1498,17.9,66,5,Individual,90897330,6,12738.71
CAR02568,Kia,Seltos,2015,Electric,Automatic,99570,1,1497,19.9,108,5,Dealer,87658020,10,9051.82
CAR02569,Honda,Amaze,2025,Petrol,Manual,13949,1,1199,20.7,50,5,Individual,166697070,0,13949
CAR02570,Skoda,Slavia,2024,Petrol,Manual,30824,1,1498,17.9,142,5,Individual,225205860,1,15412
CAR02571,Renault,Triber,2016,Diesel,Manual,73584,1,999,23.9,72,5,Individual,54780420,9,7358.4
CAR02572,Skoda,Octavia,2020,CNG,Automatic,85015,3,1984,18.2,179,7,Individual,212347800,5,14169.17
CAR02573,Volkswagen,Polo,2023,Petrol,Manual,25965,1,999,18.2,60,5,Individual,89150850,2,8655
CAR02574,Honda,WR-V,2020,Diesel,Manual,61626,1,1498,19.3,73,5,Individual,91694760,5,10271
CAR02575,Volkswagen,Taigun,2016,Petrol,Manual,118036,1,1498,18.3,113,5,Individual,92552610,9,11803.6
CAR02576,Honda,City,2025,Diesel,Manual,10743,3,1498,17.6,81,5,Dealer,189097500,0,10743
CAR02577,Tata,Safari,2017,Diesel,Manual,158077,1,1956,12.5,190,5,Individual,124924430,8,17564.11
CAR02578,Toyota,Fortuner,2018,Petrol,Automatic,114885,1,2755,19.5,222,5,Dealer,289976290,7,14360.62
CAR02579,Skoda,Slavia,2018,Diesel,Manual,83352,1,1498,19.5,100,5,Dealer,122447020,7,10419
CAR02580,Mahindra,Thar,2024,Diesel,Manual,31749,1,1997,16.8,113,5,Individual,262157250,1,15874.5
CAR02581,Honda,City,2020,Petrol,Manual,85443,1,1498,16,87,5,Individual,107078110,5,14240.5
CAR02582,Toyota,Innova,2022,Petrol,Manual,50689,1,2393,14,176,5,Individual,231051210,3,12672.25
CAR02583,Tata,Tiago,2024,Petrol,Manual,45139,1,1199,11.9,45,5,Dealer,97270500,1,22569.5
CAR02584,Kia,Seltos,2025,Electric,Automatic,10857,1,1497,25.6,105,5,Dealer,208065770,0,10857
CAR02585,Honda,City,2024,Diesel,Manual,39867,3,1498,21,84,5,Individual,170302320,1,19933.5
CAR02586,Mahindra,XUV500,2024,Diesel,Automatic,10898,1,2179,15.2,97,5,Individual,234002860,1,5449
CAR02587,Honda,WR-V,2025,Diesel,Manual,22564,3,1498,26.9,77,5,Individual,124487430,0,22564
CAR02588,Honda,City,2025,CNG,Automatic,32679,1,1498,17.6,85,5,Dealer,205531170,0,32679
CAR02589,Skoda,Rapid,2021,Petrol,Manual,60147,1,1498,19.6,71,5,Individual,111695300,4,12029.4
CAR02590,Honda,Jazz,2015,Petrol,Manual,80288,1,1199,17.5,57,5,Individual,48495980,10,7298.91
CAR02591,Maruti,Swift,2015,Diesel,Manual,123099,2,1197,15.5,46,5,Individual,33595040,10,11190.82
CAR02592,Honda,Jazz,2023,Petrol,Manual,44873,2,1199,18.5,57,5,Dealer,132177110,2,14957.67
CAR02593,Mahindra,Scorpio,2017,Petrol,Manual,82615,1,2179,16.9,131,5,Individual,132771050,8,9179.44
CAR02594,Maruti,Brezza,2023,Diesel,Automatic,49763,1,1462,17.4,80,5,Individual,137409520,2,16587.67
CAR02595,Honda,Amaze,2025,CNG,Manual,9921,1,1199,18.2,71,5,Individual,115546600,0,9921
CAR02596,Hyundai,Verna,2021,Diesel,Automatic,51317,1,1497,21.2,79,5,Dealer,141914230,4,10263.4
CAR02597,Mahindra,Thar,2023,Petrol,Automatic,46785,2,1997,19.7,139,5,Individual,198269940,2,15595
CAR02598,Volkswagen,Vento,2017,Electric,Manual,70463,1,1498,21.9,72,5,Individual,71190910,8,7829.22
CAR02599,Skoda,Rapid,2019,Petrol,Automatic,58727,1,1498,18.6,58,5,Individual,84742660,6,8389.57
CAR02600,Honda,Amaze,2025,Petrol,Manual,23253,1,1199,17.4,57,5,Dealer,146234640,0,23253
CAR02601,Renault,Kwid,2023,Electric,Manual,25959,1,999,24,45,7,Individual,83125380,2,8653
CAR02602,Tata,Nexon,2016,Diesel,Manual,141199,3,1199,16.4,85,5,Dealer,42720740,9,14119.9
CAR02603,Volkswagen,Vento,2025,CNG,Automatic,21223,1,1498,13.9,62,5,Dealer,183358930,0,21223
CAR02604,Mahindra,XUV700,2019,Diesel,Manual,94789,2,1997,23.4,147,7,Dealer,169675890,6,13541.29
CAR02605,Volkswagen,Polo,2024,Diesel,Manual,36109,1,999,19.3,54,5,Dealer,127520020,1,18054.5
CAR02606,Volkswagen,Vento,2020,Petrol,Manual,60275,1,1498,19.2,65,5,Individual,95760380,5,10045.83
CAR02607,Mahindra,Scorpio,2021,Petrol,Manual,55605,1,2179,15.4,131,5,Individual,195113470,4,11121
CAR02608,Tata,Punch,2015,CNG,Manual,142605,1,1199,20.3,74,5,Dealer,39049180,10,12964.09
CAR02609,Mahindra,XUV700,2018,CNG,Manual,139574,1,1997,25.6,146,5,Dealer,128715120,7,17446.75
CAR02610,Renault,Kwid,2022,Petrol,Automatic,36615,1,999,18.6,45,5,Dealer,63946970,3,9153.75
CAR02611,Skoda,Rapid,2024,Petrol,Manual,26223,2,1498,24.1,49,5,Individual,129493170,1,13111.5
CAR02612,Skoda,Rapid,2015,Petrol,Manual,89037,1,1498,20.2,70,5,Dealer,54530760,10,8094.27
CAR02613,Hyundai,Venue,2014,Petrol,Automatic,176549,1,1197,15.5,68,5,Individual,41907160,11,14712.42
CAR02614,Mahindra,Thar,2022,CNG,Automatic,47658,1,1997,22.3,116,5,Individual,224124380,3,11914.5
CAR02615,Hyundai,Verna,2019,Petrol,Manual,93638,1,1497,22.5,70,5,Individual,86861540,6,13376.86
CAR02616,Kia,Sonet,2024,Petrol,Manual,28007,1,1197,18.2,72,7,Individual,158030790,1,14003.5
CAR02617,Skoda,Slavia,2014,CNG,Manual,169010,1,1498,22.9,101,5,Individual,50473500,11,14084.17
CAR02618,Maruti,Celerio,2018,Diesel,Automatic,92302,1,998,23.5,45,5,Individual,48912840,7,11537.75
CAR02619,Kia,Seltos,2014,Petrol,Manual,70122,1,1497,10.5,114,5,Individual,80897820,11,5843.5
CAR02620,Skoda,Octavia,2022,Petrol,Manual,56492,1,1984,18.5,204,5,Dealer,347302520,3,14123
CAR02621,Renault,Triber,2024,Petrol,Manual,31215,2,999,21.5,64,5,Dealer,121905520,1,15607.5
CAR02622,Honda,Jazz,2015,Petrol,Manual,120006,1,1199,15.2,75,7,Dealer,48662040,10,10909.64
CAR02623,Hyundai,i10,2017,Petrol,Manual,110078,3,1197,20.6,45,5,Dealer,35636780,8,12230.89
CAR02624,Skoda,Rapid,2024,Petrol,Automatic,6766,1,1498,17.5,61,5,Dealer,146054520,1,3383
CAR02625,Skoda,Octavia,2014,Petrol,Manual,149728,2,1984,12.4,167,5,Dealer,105012620,11,12477.33
CAR02626,Mahindra,Scorpio,2025,Petrol,Manual,8193,3,2179,19.9,137,5,Individual,277290370,0,8193
CAR02627,Skoda,Rapid,2024,Petrol,Automatic,23640,1,1498,17.5,53,5,Individual,165090240,1,11820
CAR02628,Maruti,Swift,2015,Electric,Manual,169762,1,1197,22.3,53,5,Dealer,28770560,10,15432.91
CAR02629,Kia,Carens,2015,Petrol,Manual,166852,1,1497,19.4,86,5,Individual,67379510,10,15168.36
CAR02630,Maruti,Dzire,2022,Petrol,Manual,56215,1,1197,14.7,58,5,Dealer,89115700,3,14053.75
CAR02631,Skoda,Kushaq,2014,CNG,Automatic,140145,1,1498,23.3,121,5,Individual,73084070,11,11678.75
CAR02632,Kia,Sonet,2020,Petrol,Manual,14224,1,1197,14.8,63,5,Individual,126270770,5,2370.67
CAR02633,Skoda,Octavia,2014,Petrol,Automatic,98153,2,1984,22,167,5,Individual,141781420,11,8179.42
CAR02634,Mahindra,Scorpio,2020,CNG,Manual,63873,1,2179,24.4,145,5,Dealer,199972720,5,10645.5
CAR02635,Maruti,Swift,2018,Diesel,Manual,87724,2,1197,23.9,58,5,Individual,43429440,7,10965.5
CAR02636,Maruti,Baleno,2022,Petrol,Manual,31898,1,1197,18.9,46,5,Individual,94806960,3,7974.5
CAR02637,Honda,City,2024,Diesel,Manual,34836,1,1498,18,84,5,Individual,189068430,1,17418
CAR02638,Volkswagen,Taigun,2019,Diesel,Manual,119154,1,1498,17.1,114,5,Individual,118082530,6,17022
CAR02639,Hyundai,Verna,2021,Petrol,Automatic,42874,1,1497,15.2,77,7,Individual,127455990,4,8574.8
CAR02640,Renault,Triber,2021,Petrol,Manual,82045,1,999,17,70,5,Dealer,80086140,4,16409
CAR02641,Tata,Harrier,2025,Petrol,Manual,15766,1,1956,15.4,117,5,Individual,188344150,0,15766
CAR02642,Toyota,Urban Cruiser,2016,CNG,Automatic,87735,1,1462,22,70,5,Dealer,60548440,9,8773.5
CAR02643,Tata,Altroz,2016,Petrol,Manual,96467,1,1199,15.1,54,7,Individual,49112150,9,9646.7
CAR02644,Toyota,Glanza,2018,Petrol,Manual,146080,2,1197,15.6,61,5,Dealer,49722620,7,18260
CAR02645,Toyota,Innova,2022,Petrol,Manual,41098,1,2393,16.4,135,5,Dealer,263609420,3,10274.5
CAR02646,Maruti,Dzire,2024,CNG,Manual,16382,2,1197,18.7,58,5,Dealer,120320540,1,8191
CAR02647,Mahindra,Scorpio,2017,Petrol,Automatic,174818,1,2179,16.5,120,5,Dealer,126944130,8,19424.22
CAR02648,Volkswagen,Polo,2015,Petrol,Automatic,101657,1,999,19.3,55,5,Individual,42595910,10,9241.55
CAR02649,Skoda,Slavia,2021,Petrol,Manual,83216,1,1498,14.8,108,5,Individual,119988040,4,16643.2
CAR02650,Honda,Jazz,2021,Diesel,Automatic,54192,2,1199,15.7,54,5,Individual,83222280,4,10838.4
CAR02651,Renault,Duster,2018,Petrol,Manual,92382,1,1498,17,80,5,Individual,85115250,7,11547.75
CAR02652,Renault,Duster,2016,CNG,Automatic,149223,1,1498,17.6,77,5,Individual,54955030,9,14922.3
CAR02653,Skoda,Kushaq,2024,Petrol,Automatic,24689,2,1498,21.5,115,7,Individual,254558010,1,12344.5
CAR02654,Honda,Amaze,2024,Petrol,Manual,39907,2,1199,15.4,49,5,Dealer,108110950,1,19953.5
CAR02655,Renault,Kwid,2022,Petrol,Manual,65173,2,999,17.6,46,5,Individual,55839100,3,16293.25
CAR02656,Mahindra,XUV700,2020,Petrol,Automatic,53951,2,1997,18.9,118,5,Individual,179028260,5,8991.83
CAR02657,Maruti,Ertiga,2017,Petrol,Manual,180875,1,1462,13.7,85,5,Individual,53276570,8,20097.22
CAR02658,Tata,Safari,2018,Diesel,Manual,121815,2,1956,16.8,143,5,Individual,125058570,7,15226.88
CAR02659,Kia,Sonet,2014,Petrol,Manual,121494,1,1197,15.6,80,5,Individual,52309470,11,10124.5
CAR02660,Hyundai,Grand i10,2016,Diesel,Manual,102176,2,1197,21.6,45,7,Dealer,39068370,9,10217.6
CAR02661,Toyota,Glanza,2019,Petrol,Manual,127788,1,1197,23,61,5,Individual,73688080,6,18255.43
CAR02662,Volkswagen,Vento,2019,Diesel,Manual,66819,1,1498,24.9,73,7,Dealer,83513740,6,9545.57
CAR02663,Hyundai,Venue,2014,Petrol,Automatic,124055,1,1197,21.3,74,5,Individual,52835770,11,10337.92
CAR02664,Toyota,Glanza,2025,Diesel,Manual,15160,2,1197,15.6,62,5,Individual,136116760,0,15160
CAR02665,Tata,Tiago,2017,Petrol,Manual,55594,1,1199,14.9,46,5,Individual,44163980,8,6177.11
CAR02666,Mahindra,Scorpio,2020,Electric,Manual,70674,2,2179,26.7,162,5,Individual,163278970,5,11779
CAR02667,Tata,Harrier,2019,CNG,Manual,84863,1,1956,25.6,101,5,Individual,143218200,6,12123.29
CAR02668,Skoda,Kushaq,2019,CNG,Manual,67469,1,1498,23.4,123,5,Individual,149880170,6,9638.43
CAR02669,Maruti,Baleno,2024,CNG,Manual,9650,1,1197,23.4,60,5,Dealer,121384920,1,4825
CAR02670,Skoda,Kushaq,2022,Petrol,Manual,53782,1,1498,16.2,110,5,Dealer,177819670,3,13445.5
CAR02671,Volkswagen,Polo,2024,Petrol,Manual,29504,1,999,22.6,47,5,Individual,105966420,1,14752
CAR02672,Renault,Duster,2018,Petrol,Manual,73334,3,1498,15.3,69,5,Dealer,71418530,7,9166.75
CAR02673,Renault,Triber,2017,CNG,Manual,76019,1,999,16.2,51,7,Dealer,53135400,8,8446.56
CAR02674,Hyundai,Verna,2019,Petrol,Automatic,106556,1,1497,19.9,92,5,Individual,91425910,6,15222.29
CAR02675,Skoda,Octavia,2020,Petrol,Manual,88878,1,1984,15.8,164,5,Individual,196487740,5,14813
CAR02676,Mahindra,XUV500,2018,Diesel,Automatic,87175,2,2179,15.4,117,5,Individual,94017320,7,10896.88
CAR02677,Skoda,Octavia,2019,Petrol,Manual,106340,1,1984,20.1,160,5,Dealer,185121560,6,15191.43
CAR02678,Renault,Triber,2015,Diesel,Manual,140501,2,999,13.8,53,5,Individual,40432950,10,12772.82
CAR02679,Mahindra,Scorpio,2021,Petrol,Manual,76903,1,2179,18.9,125,5,Individual,180211200,4,15380.6
CAR02680,Honda,Amaze,2022,Diesel,Manual,60865,2,1199,18,51,5,Individual,85392650,3,15216.25
CAR02681,Hyundai,Venue,2020,CNG,Manual,52796,1,1197,25.8,72,5,Individual,108444020,5,8799.33
CAR02682,Hyundai,Verna,2024,Diesel,Automatic,20965,2,1497,20.7,94,7,Individual,159696900,1,10482.5
CAR02683,Honda,WR-V,2025,Petrol,Automatic,22069,2,1498,20.7,62,5,Individual,130131000,0,22069
CAR02684,Renault,Duster,2024,Petrol,Manual,30326,2,1498,14.2,72,5,Dealer,130407450,1,15163
CAR02685,Mahindra,Scorpio,2015,Petrol,Automatic,123004,1,2179,12.4,153,7,Individual,94763830,10,11182.18
CAR02686,Toyota,Glanza,2024,Petrol,Manual,15176,2,1197,16.4,62,5,Individual,123363010,1,7588
CAR02687,Tata,Nexon,2018,Diesel,Manual,114111,1,1199,21.1,89,5,Individual,79582830,7,14263.88
CAR02688,Mahindra,Thar,2019,Petrol,Automatic,125855,1,1997,17.7,121,5,Individual,123884180,6,17979.29
CAR02689,Kia,Seltos,2018,Petrol,Manual,98467,1,1497,21,111,5,Dealer,115005100,7,12308.38
CAR02690,Skoda,Octavia,2017,Petrol,Manual,112973,1,1984,19.1,175,5,Dealer,168488960,8,12552.56
CAR02691,Volkswagen,Virtus,2024,CNG,Manual,26647,1,1498,17.9,114,5,Dealer,204197750,1,13323.5
CAR02692,Kia,Sonet,2021,Petrol,Manual,56021,1,1197,18.9,91,5,Individual,83466810,4,11204.2
CAR02693,Skoda,Kushaq,2025,Petrol,Manual,13934,1,1498,18,101,5,Dealer,242003000,0,13934
CAR02694,Toyota,Glanza,2025,Petrol,Manual,22678,1,1197,21.3,63,5,Dealer,151531650,0,22678
CAR02695,Skoda,Slavia,2019,Petrol,Manual,85770,1,1498,14.7,97,5,Individual,126973960,6,12252.86
CAR02696,Honda,Jazz,2022,CNG,Automatic,41904,1,1199,19,68,7,Dealer,114769500,3,10476
CAR02697,Hyundai,Grand i10,2020,Petrol,Automatic,73166,1,1197,18.7,45,5,Dealer,68609380,5,12194.33
CAR02698,Toyota,Innova,2019,Diesel,Manual,42085,1,2393,23.5,136,5,Dealer,215040860,6,6012.14
CAR02699,Hyundai,i20,2022,Diesel,Manual,62690,1,1197,18.7,72,7,Individual,103941590,3,15672.5
CAR02700,Hyundai,Creta,2022,Diesel,Manual,43872,2,1497,21.1,97,5,Individual,163346800,3,10968
CAR02701,Renault,Duster,2024,Diesel,Manual,29754,1,1498,19.4,54,5,Dealer,182403800,1,14877
CAR02702,Volkswagen,Vento,2023,Diesel,Manual,31732,1,1498,19.2,60,5,Individual,106452630,2,10577.33
CAR02703,Tata,Harrier,2021,Petrol,Manual,50880,2,1956,21,116,7,Dealer,220970760,4,10176
CAR02704,Renault,Kwid,2025,Petrol,Automatic,16875,2,999,17.8,47,5,Individual,70612740,0,16875
CAR02705,Maruti,Celerio,2015,Diesel,Manual,93683,1,998,18,50,5,Individual,32570180,10,8516.64
CAR02706,Tata,Altroz,2023,Diesel,Manual,49543,2,1199,17.8,67,5,Dealer,102070280,2,16514.33
CAR02707,Volkswagen,Virtus,2018,Petrol,Manual,47363,3,1498,16.6,89,5,Individual,89007210,7,5920.38
CAR02708,Honda,Amaze,2019,Petrol,Automatic,102789,1,1199,15.4,56,5,Individual,66156860,6,14684.14
CAR02709,Volkswagen,Vento,2023,Petrol,Manual,36823,1,1498,16.8,80,5,Dealer,132940150,2,12274.33
CAR02710,Renault,Duster,2017,Petrol,Automatic,85306,1,1498,17.7,79,5,Dealer,81557310,8,9478.44
CAR02711,Maruti,Baleno,2024,Petrol,Automatic,32178,2,1197,18.4,53,5,Individual,129709770,1,16089
CAR02712,Maruti,Baleno,2019,Petrol,Manual,67744,1,1197,14.5,62,5,Individual,69676990,6,9677.71
CAR02713,Skoda,Kushaq,2018,Petrol,Manual,107801,1,1498,16.2,88,5,Individual,116392480,7,13475.12
CAR02714,Mahindra,Bolero,2017,Diesel,Manual,106291,2,1493,18.2,66,5,Individual,66449270,8,11810.11
CAR02715,Mahindra,XUV500,2019,Diesel,Manual,108503,2,2179,17,75,5,Dealer,100667890,6,15500.43
CAR02716,Toyota,Fortuner,2025,Diesel,Manual,13460,1,2755,17.6,243,5,Dealer,636092830,0,13460
CAR02717,Toyota,Glanza,2015,Diesel,Manual,139794,3,1197,22,65,7,Individual,32815470,10,12708.55
CAR02718,Kia,Carens,2020,Petrol,Automatic,89614,2,1497,21.6,93,5,Individual,117756490,5,14935.67
CAR02719,Mahindra,Scorpio,2024,Petrol,Manual,50872,2,2179,16.6,125,5,Individual,251517060,1,25436
CAR02720,Hyundai,i20,2019,Diesel,Manual,45220,3,1197,17.2,57,5,Individual,59983950,6,6460
CAR02721,Kia,Seltos,2020,Diesel,Manual,94653,1,1497,19.1,91,5,Individual,120331560,5,15775.5
CAR02722,Kia,Sonet,2018,Diesel,Manual,140321,2,1197,19.6,64,5,Dealer,49631040,7,17540.12
CAR02723,Hyundai,Verna,2015,Diesel,Automatic,135277,1,1497,21.4,90,7,Dealer,60152480,10,12297.91
CAR02724,Honda,City,2021,Diesel,Manual,105223,2,1498,18.1,74,5,Individual,92990560,4,21044.6
CAR02725,Volkswagen,Virtus,2025,Diesel,Manual,34514,2,1498,17.7,102,5,Dealer,252872330,0,34514
CAR02726,Kia,Carens,2020,Diesel,Manual,76930,2,1497,26.7,99,5,Dealer,130799990,5,12821.67
CAR02727,Hyundai,i20,2019,Diesel,Manual,74414,2,1197,15.4,66,5,Individual,69723160,6,10630.57
CAR02728,Maruti,Wagon R,2015,Petrol,Automatic,142146,2,1197,20.2,56,5,Individual,28727050,10,12922.36
CAR02729,Mahindra,XUV700,2025,Petrol,Manual,15706,1,1997,22,210,7,Individual,354742730,0,15706
CAR02730,Toyota,Urban Cruiser,2024,Petrol,Automatic,39784,1,1462,16.7,72,5,Individual,157910330,1,19892
CAR02731,Skoda,Slavia,2024,Diesel,Manual,39705,1,1498,20.6,111,5,Dealer,217367030,1,19852.5
CAR02732,Mahindra,XUV700,2018,Diesel,Automatic,103526,2,1997,14.3,174,7,Individual,154606040,7,12940.75
CAR02733,Skoda,Kushaq,2021,Petrol,Manual,39302,1,1498,17.6,123,5,Individual,157420510,4,7860.4
CAR02734,Tata,Harrier,2019,Petrol,Manual,88378,1,1956,21,137,5,Individual,152449730,6,12625.43
CAR02735,Toyota,Innova,2016,Diesel,Manual,81322,1,2393,19.7,161,5,Dealer,106384610,9,8132.2
CAR02736,Hyundai,Creta,2016,Petrol,Automatic,137595,1,1497,17.6,104,5,Individual,67806440,9,13759.5
CAR02737,Mahindra,XUV500,2018,CNG,Manual,27912,1,2179,26.2,91,5,Dealer,148694950,7,3489
CAR02738,Hyundai,Grand i10,2020,Petrol,Manual,101564,3,1197,20,52,5,Dealer,48094700,5,16927.33
CAR02739,Toyota,Glanza,2015,Petrol,Automatic,118084,2,1197,19.6,61,7,Individual,39179330,10,10734.91
CAR02740,Honda,Amaze,2022,Petrol,Manual,31986,1,1199,15.1,59,5,Individual,99238900,3,7996.5
CAR02741,Hyundai,i20,2019,Petrol,Manual,70442,2,1197,10.2,52,7,Individual,76836380,6,10063.14
CAR02742,Maruti,Wagon R,2024,Petrol,Automatic,26916,1,1197,18.6,45,5,Individual,104943270,1,13458
CAR02743,Mahindra,Bolero,2017,Petrol,Manual,109246,1,1493,17.5,70,5,Individual,61395270,8,12138.44
CAR02744,Skoda,Rapid,2014,Petrol,Automatic,207057,1,1498,19.8,68,5,Dealer,32682660,11,17254.75
CAR02745,Hyundai,i20,2017,Petrol,Automatic,114954,2,1197,17.9,78,5,Dealer,56669020,8,12772.67
CAR02746,Toyota,Innova,2025,Diesel,Automatic,21453,1,2393,19.4,155,5,Individual,377518220,0,21453
CAR02747,Tata,Tiago,2017,Petrol,Automatic,99048,1,1199,17.6,45,5,Individual,45884620,8,11005.33
CAR02748,Renault,Kwid,2022,Petrol,Manual,53564,1,999,14.2,45,7,Individual,58956050,3,13391
CAR02749,Toyota,Glanza,2024,Petrol,Manual,32786,1,1197,18.4,69,5,Individual,121087950,1,16393
CAR02750,Skoda,Octavia,2017,CNG,Manual,109198,1,1984,18.3,183,5,Individual,153830270,8,12133.11
CAR02751,Tata,Harrier,2021,Diesel,Automatic,38990,1,1956,16,75,5,Dealer,258286380,4,7798
CAR02752,Maruti,Wagon R,2016,Electric,Manual,162379,2,1197,22.4,48,5,Individual,26730910,9,16237.9
CAR02753,Mahindra,XUV700,2018,CNG,Automatic,90935,1,1997,16.1,162,5,Individual,231419430,7,11366.88
CAR02754,Kia,Seltos,2017,Petrol,Manual,128365,1,1497,16.1,72,5,Dealer,84617260,8,14262.78
CAR02755,Skoda,Rapid,2022,Diesel,Manual,47329,1,1498,25.1,68,5,Individual,89709830,3,11832.25
CAR02756,Renault,Triber,2024,Petrol,Manual,53003,1,999,17.3,61,5,Dealer,130819560,1,26501.5
CAR02757,Renault,Kwid,2017,CNG,Automatic,54257,2,999,21.1,45,5,Dealer,46652600,8,6028.56
CAR02758,Kia,Seltos,2017,Petrol,Manual,112080,1,1497,17.5,124,5,Individual,91923330,8,12453.33
CAR02759,Honda,WR-V,2023,Petrol,Manual,30131,1,1498,18.1,71,5,Individual,133058710,2,10043.67
CAR02760,Toyota,Fortuner,2019,CNG,Manual,36751,2,2755,19.4,231,5,Dealer,302133820,6,5250.14
CAR02761,Hyundai,Venue,2020,CNG,Manual,55405,2,1197,20.5,67,5,Individual,92425310,5,9234.17
CAR02762,Toyota,Glanza,2022,Electric,Automatic,69234,1,1197,20.9,58,7,Individual,79874480,3,17308.5
CAR02763,Honda,Jazz,2015,Petrol,Manual,126549,1,1199,13,59,5,Dealer,47674800,10,11504.45
CAR02764,Maruti,Celerio,2024,Petrol,Manual,28624,2,998,21,49,5,Individual,88414410,1,14312
CAR02765,Tata,Altroz,2018,Petrol,Manual,123890,1,1199,14.9,58,5,Individual,63053590,7,15486.25
CAR02766,Mahindra,Thar,2021,Petrol,Manual,63773,3,1997,22.3,107,5,Individual,137100200,4,12754.6
CAR02767,Honda,WR-V,2019,Petrol,Manual,103856,1,1498,15.2,68,5,Individual,73342660,6,14836.57
CAR02768,Skoda,Kushaq,2023,Petrol,Manual,37248,2,1498,13.4,100,5,Dealer,221141190,2,12416
CAR02769,Toyota,Fortuner,2021,Diesel,Manual,76009,1,2755,25.1,243,5,Dealer,418204630,4,15201.8
CAR02770,Skoda,Octavia,2016,Petrol,Manual,95571,1,1984,13.1,207,5,Individual,161937380,9,9557.1
CAR02771,Kia,Seltos,2016,Diesel,Manual,158864,2,1497,12.5,93,5,Individual,52237840,9,15886.4
CAR02772,Maruti,Swift,2024,CNG,Automatic,17422,1,1197,16.7,48,7,Dealer,106738390,1,8711
CAR02773,Tata,Harrier,2020,Diesel,Manual,70675,1,1956,18.9,114,5,Individual,179963250,5,11779.17
CAR02774,Volkswagen,Virtus,2017,Petrol,Manual,137785,1,1498,13.5,120,5,Individual,80891360,8,15309.44
CAR02775,Mahindra,XUV500,2015,Petrol,Manual,119303,2,2179,15.8,77,5,Individual,66745860,10,10845.73
CAR02776,Honda,WR-V,2015,Petrol,Automatic,117292,1,1498,11.4,59,5,Individual,53459730,10,10662.91
CAR02777,Mahindra,Bolero,2025,Diesel,Manual,23131,1,1493,22.6,80,5,Individual,181826010,0,23131
CAR02778,Skoda,Octavia,2025,Petrol,Automatic,26772,1,1984,18.8,172,5,Individual,404304800,0,26772
CAR02779,Honda,Amaze,2018,Petrol,Automatic,96907,1,1199,13.7,62,5,Individual,68554090,7,12113.38
CAR02780,Maruti,Baleno,2016,Electric,Automatic,93151,2,1197,15.6,55,5,Individual,45930790,9,9315.1
CAR02781,Honda,Jazz,2019,Diesel,Automatic,36990,1,1199,16.6,54,5,Dealer,93473350,6,5284.29
CAR02782,Skoda,Rapid,2015,CNG,Manual,167655,1,1498,23,62,5,Individual,38271320,10,15241.36
CAR02783,Volkswagen,Virtus,2020,Petrol,Automatic,105077,1,1498,20.7,88,5,Dealer,170894930,5,17512.83
CAR02784,Renault,Duster,2021,Electric,Automatic,60217,1,1498,21.8,63,5,Individual,130492570,4,12043.4
CAR02785,Skoda,Kushaq,2025,Petrol,Manual,12735,1,1498,16,117,5,Individual,314653300,0,12735
CAR02786,Hyundai,Grand i10,2017,Petrol,Manual,110549,1,1197,15.8,45,5,Individual,47689240,8,12283.22
CAR02787,Tata,Tiago,2016,CNG,Automatic,108215,2,1199,21.9,45,5,Individual,37235630,9,10821.5
CAR02788,Maruti,Dzire,2015,CNG,Manual,141549,2,1197,23.6,53,7,Individual,31370140,10,12868.09
CAR02789,Maruti,Ertiga,2018,Petrol,Automatic,146704,2,1462,17.1,61,5,Individual,60858520,7,18338
CAR02790,Renault,Triber,2021,Petrol,Manual,70620,1,999,16.4,48,5,Individual,89666890,4,14124
CAR02791,Skoda,Octavia,2014,Petrol,Automatic,174826,2,1984,19.8,184,5,Individual,97191840,11,14568.83
CAR02792,Hyundai,Grand i10,2023,Diesel,Manual,36144,1,1197,23.8,45,5,Individual,87640540,2,12048
